2026-05-24T13:57:35+09:00,server-proposed-ablation,full_proposed,Proposed-Full-yolo11s,yolo11s.pt,yolo11s.pt,wavelet_stem+cbam_neck+partial_deformable_neck,"wavelet_stem,cbam_neck,partial_deformable_neck",implemented,42,1,0,1280,8,100,configs/detector/visdrone_yolo_data.yaml,proposed_full_proposed_yolo11s_visdrone_seed42,/home/oem/projects/multi-uav-marine-city/outputs/logs/server_baselines/proposed_full_proposed_yolo11s_visdrone_seed42.log,queued,,"CUDA_DEVICE_ORDER=PCI_BUS_ID CUDA_VISIBLE_DEVICES=1 conda run --no-capture-output -n com3d-ace python -m detectors.train_yolo train --model yolo11s.pt --data-yaml configs/detector/visdrone_yolo_data.yaml --epochs 100 --imgsz 1280 --batch 8 --device 0 --seed 42 --project outputs/detectors/server_proposed_ablation --name proposed_full_proposed_yolo11s_visdrone_seed42 --method Proposed-Full-yolo11s --ablation full_proposed --base-model yolo11s.pt --proposed-module wavelet_stem+cbam_neck+partial_deformable_neck --model-patches wavelet_stem,cbam_neck,partial_deformable_neck --implementation-status implemented"
2026-05-24T13:57:35+09:00,server-proposed-ablation,full_proposed,Proposed-Full-yolo11s,yolo11s.pt,yolo11s.pt,wavelet_stem+cbam_neck+partial_deformable_neck,"wavelet_stem,cbam_neck,partial_deformable_neck",implemented,123,0,0,1280,8,100,configs/detector/visdrone_yolo_data.yaml,proposed_full_proposed_yolo11s_visdrone_seed123,/home/oem/projects/multi-uav-marine-city/outputs/logs/server_baselines/proposed_full_proposed_yolo11s_visdrone_seed123.log,queued,,"CUDA_DEVICE_ORDER=PCI_BUS_ID CUDA_VISIBLE_DEVICES=0 conda run --no-capture-output -n com3d-ace python -m detectors.train_yolo train --model yolo11s.pt --data-yaml configs/detector/visdrone_yolo_data.yaml --epochs 100 --imgsz 1280 --batch 8 --device 0 --seed 123 --project outputs/detectors/server_proposed_ablation --name proposed_full_proposed_yolo11s_visdrone_seed123 --method Proposed-Full-yolo11s --ablation full_proposed --base-model yolo11s.pt --proposed-module wavelet_stem+cbam_neck+partial_deformable_neck --model-patches wavelet_stem,cbam_neck,partial_deformable_neck --implementation-status implemented"
2026-05-24T13:57:35+09:00,server-proposed-ablation,full_proposed,Proposed-Full-yolo11s,yolo11s.pt,yolo11s.pt,wavelet_stem+cbam_neck+partial_deformable_neck,"wavelet_stem,cbam_neck,partial_deformable_neck",implemented,2026,1,0,1280,8,100,configs/detector/visdrone_yolo_data.yaml,proposed_full_proposed_yolo11s_visdrone_seed2026,/home/oem/projects/multi-uav-marine-city/outputs/logs/server_baselines/proposed_full_proposed_yolo11s_visdrone_seed2026.log,queued,,"CUDA_DEVICE_ORDER=PCI_BUS_ID CUDA_VISIBLE_DEVICES=1 conda run --no-capture-output -n com3d-ace python -m detectors.train_yolo train --model yolo11s.pt --data-yaml configs/detector/visdrone_yolo_data.yaml --epochs 100 --imgsz 1280 --batch 8 --device 0 --seed 2026 --project outputs/detectors/server_proposed_ablation --name proposed_full_proposed_yolo11s_visdrone_seed2026 --method Proposed-Full-yolo11s --ablation full_proposed --base-model yolo11s.pt --proposed-module wavelet_stem+cbam_neck+partial_deformable_neck --model-patches wavelet_stem,cbam_neck,partial_deformable_neck --implementation-status implemented"
2026-05-24T14:03:25+09:00,server-proposed-ablation,control,Proposed-Control-yolo11s,yolo11s.pt,yolo11s.pt,control,,implemented,42,0,0,1280,8,100,configs/detector/visdrone_yolo_data.yaml,proposed_control_yolo11s_visdrone_seed42,/home/oem/projects/multi-uav-marine-city/outputs/logs/server_baselines/proposed_control_yolo11s_visdrone_seed42.log,queued,,CUDA_DEVICE_ORDER=PCI_BUS_ID CUDA_VISIBLE_DEVICES=0 conda run --no-capture-output -n com3d-ace python -m detectors.train_yolo train --model yolo11s.pt --data-yaml configs/detector/visdrone_yolo_data.yaml --epochs 100 --imgsz 1280 --batch 8 --device 0 --seed 42 --project outputs/detectors/server_proposed_ablation --name proposed_control_yolo11s_visdrone_seed42 --method Proposed-Control-yolo11s --ablation control --base-model yolo11s.pt --proposed-module control --implementation-status implemented
2026-05-24T14:03:25+09:00,server-proposed-ablation,control,Proposed-Control-yolo11s,yolo11s.pt,yolo11s.pt,control,,implemented,123,0,0,1280,8,100,configs/detector/visdrone_yolo_data.yaml,proposed_control_yolo11s_visdrone_seed123,/home/oem/projects/multi-uav-marine-city/outputs/logs/server_baselines/proposed_control_yolo11s_visdrone_seed123.log,queued,,CUDA_DEVICE_ORDER=PCI_BUS_ID CUDA_VISIBLE_DEVICES=0 conda run --no-capture-output -n com3d-ace python -m detectors.train_yolo train --model yolo11s.pt --data-yaml configs/detector/visdrone_yolo_data.yaml --epochs 100 --imgsz 1280 --batch 8 --device 0 --seed 123 --project outputs/detectors/server_proposed_ablation --name proposed_control_yolo11s_visdrone_seed123 --method Proposed-Control-yolo11s --ablation control --base-model yolo11s.pt --proposed-module control --implementation-status implemented
2026-05-24T14:03:25+09:00,server-proposed-ablation,control,Proposed-Control-yolo11s,yolo11s.pt,yolo11s.pt,control,,implemented,2026,0,0,1280,8,100,configs/detector/visdrone_yolo_data.yaml,proposed_control_yolo11s_visdrone_seed2026,/home/oem/projects/multi-uav-marine-city/outputs/logs/server_baselines/proposed_control_yolo11s_visdrone_seed2026.log,queued,,CUDA_DEVICE_ORDER=PCI_BUS_ID CUDA_VISIBLE_DEVICES=0 conda run --no-capture-output -n com3d-ace python -m detectors.train_yolo train --model yolo11s.pt --data-yaml configs/detector/visdrone_yolo_data.yaml --epochs 100 --imgsz 1280 --batch 8 --device 0 --seed 2026 --project outputs/detectors/server_proposed_ablation --name proposed_control_yolo11s_visdrone_seed2026 --method Proposed-Control-yolo11s --ablation control --base-model yolo11s.pt --proposed-module control --implementation-status implemented
2026-05-24T14:03:25+09:00,server-proposed-ablation,wavelet_stem,Proposed-WaveletStem-yolo11s,yolo11s.pt,yolo11s.pt,wavelet_stem,wavelet_stem,implemented,42,0,0,1280,8,100,configs/detector/visdrone_yolo_data.yaml,proposed_wavelet_stem_yolo11s_visdrone_seed42,/home/oem/projects/multi-uav-marine-city/outputs/logs/server_baselines/proposed_wavelet_stem_yolo11s_visdrone_seed42.log,queued,,CUDA_DEVICE_ORDER=PCI_BUS_ID CUDA_VISIBLE_DEVICES=0 conda run --no-capture-output -n com3d-ace python -m detectors.train_yolo train --model yolo11s.pt --data-yaml configs/detector/visdrone_yolo_data.yaml --epochs 100 --imgsz 1280 --batch 8 --device 0 --seed 42 --project outputs/detectors/server_proposed_ablation --name proposed_wavelet_stem_yolo11s_visdrone_seed42 --method Proposed-WaveletStem-yolo11s --ablation wavelet_stem --base-model yolo11s.pt --proposed-module wavelet_stem --model-patches wavelet_stem --implementation-status implemented
2026-05-24T14:03:25+09:00,server-proposed-ablation,wavelet_stem,Proposed-WaveletStem-yolo11s,yolo11s.pt,yolo11s.pt,wavelet_stem,wavelet_stem,implemented,123,0,0,1280,8,100,configs/detector/visdrone_yolo_data.yaml,proposed_wavelet_stem_yolo11s_visdrone_seed123,/home/oem/projects/multi-uav-marine-city/outputs/logs/server_baselines/proposed_wavelet_stem_yolo11s_visdrone_seed123.log,queued,,CUDA_DEVICE_ORDER=PCI_BUS_ID CUDA_VISIBLE_DEVICES=0 conda run --no-capture-output -n com3d-ace python -m detectors.train_yolo train --model yolo11s.pt --data-yaml configs/detector/visdrone_yolo_data.yaml --epochs 100 --imgsz 1280 --batch 8 --device 0 --seed 123 --project outputs/detectors/server_proposed_ablation --name proposed_wavelet_stem_yolo11s_visdrone_seed123 --method Proposed-WaveletStem-yolo11s --ablation wavelet_stem --base-model yolo11s.pt --proposed-module wavelet_stem --model-patches wavelet_stem --implementation-status implemented
2026-05-24T14:03:25+09:00,server-proposed-ablation,wavelet_stem,Proposed-WaveletStem-yolo11s,yolo11s.pt,yolo11s.pt,wavelet_stem,wavelet_stem,implemented,2026,0,0,1280,8,100,configs/detector/visdrone_yolo_data.yaml,proposed_wavelet_stem_yolo11s_visdrone_seed2026,/home/oem/projects/multi-uav-marine-city/outputs/logs/server_baselines/proposed_wavelet_stem_yolo11s_visdrone_seed2026.log,queued,,CUDA_DEVICE_ORDER=PCI_BUS_ID CUDA_VISIBLE_DEVICES=0 conda run --no-capture-output -n com3d-ace python -m detectors.train_yolo train --model yolo11s.pt --data-yaml configs/detector/visdrone_yolo_data.yaml --epochs 100 --imgsz 1280 --batch 8 --device 0 --seed 2026 --project outputs/detectors/server_proposed_ablation --name proposed_wavelet_stem_yolo11s_visdrone_seed2026 --method Proposed-WaveletStem-yolo11s --ablation wavelet_stem --base-model yolo11s.pt --proposed-module wavelet_stem --model-patches wavelet_stem --implementation-status implemented
2026-05-24T14:03:25+09:00,server-proposed-ablation,se_neck,Proposed-SE-yolo11s,yolo11s.pt,yolo11s.pt,se_neck,se_neck,implemented,42,0,0,1280,8,100,configs/detector/visdrone_yolo_data.yaml,proposed_se_neck_yolo11s_visdrone_seed42,/home/oem/projects/multi-uav-marine-city/outputs/logs/server_baselines/proposed_se_neck_yolo11s_visdrone_seed42.log,queued,,CUDA_DEVICE_ORDER=PCI_BUS_ID CUDA_VISIBLE_DEVICES=0 conda run --no-capture-output -n com3d-ace python -m detectors.train_yolo train --model yolo11s.pt --data-yaml configs/detector/visdrone_yolo_data.yaml --epochs 100 --imgsz 1280 --batch 8 --device 0 --seed 42 --project outputs/detectors/server_proposed_ablation --name proposed_se_neck_yolo11s_visdrone_seed42 --method Proposed-SE-yolo11s --ablation se_neck --base-model yolo11s.pt --proposed-module se_neck --model-patches se_neck --implementation-status implemented
2026-05-24T14:03:25+09:00,server-proposed-ablation,se_neck,Proposed-SE-yolo11s,yolo11s.pt,yolo11s.pt,se_neck,se_neck,implemented,123,0,0,1280,8,100,configs/detector/visdrone_yolo_data.yaml,proposed_se_neck_yolo11s_visdrone_seed123,/home/oem/projects/multi-uav-marine-city/outputs/logs/server_baselines/proposed_se_neck_yolo11s_visdrone_seed123.log,queued,,CUDA_DEVICE_ORDER=PCI_BUS_ID CUDA_VISIBLE_DEVICES=0 conda run --no-capture-output -n com3d-ace python -m detectors.train_yolo train --model yolo11s.pt --data-yaml configs/detector/visdrone_yolo_data.yaml --epochs 100 --imgsz 1280 --batch 8 --device 0 --seed 123 --project outputs/detectors/server_proposed_ablation --name proposed_se_neck_yolo11s_visdrone_seed123 --method Proposed-SE-yolo11s --ablation se_neck --base-model yolo11s.pt --proposed-module se_neck --model-patches se_neck --implementation-status implemented
2026-05-24T14:03:25+09:00,server-proposed-ablation,se_neck,Proposed-SE-yolo11s,yolo11s.pt,yolo11s.pt,se_neck,se_neck,implemented,2026,0,0,1280,8,100,configs/detector/visdrone_yolo_data.yaml,proposed_se_neck_yolo11s_visdrone_seed2026,/home/oem/projects/multi-uav-marine-city/outputs/logs/server_baselines/proposed_se_neck_yolo11s_visdrone_seed2026.log,queued,,CUDA_DEVICE_ORDER=PCI_BUS_ID CUDA_VISIBLE_DEVICES=0 conda run --no-capture-output -n com3d-ace python -m detectors.train_yolo train --model yolo11s.pt --data-yaml configs/detector/visdrone_yolo_data.yaml --epochs 100 --imgsz 1280 --batch 8 --device 0 --seed 2026 --project outputs/detectors/server_proposed_ablation --name proposed_se_neck_yolo11s_visdrone_seed2026 --method Proposed-SE-yolo11s --ablation se_neck --base-model yolo11s.pt --proposed-module se_neck --model-patches se_neck --implementation-status implemented
2026-05-24T14:03:25+09:00,server-proposed-ablation,cbam_neck,Proposed-CBAM-yolo11s,yolo11s.pt,yolo11s.pt,cbam_neck,cbam_neck,implemented,42,0,0,1280,8,100,configs/detector/visdrone_yolo_data.yaml,proposed_cbam_neck_yolo11s_visdrone_seed42,/home/oem/projects/multi-uav-marine-city/outputs/logs/server_baselines/proposed_cbam_neck_yolo11s_visdrone_seed42.log,queued,,CUDA_DEVICE_ORDER=PCI_BUS_ID CUDA_VISIBLE_DEVICES=0 conda run --no-capture-output -n com3d-ace python -m detectors.train_yolo train --model yolo11s.pt --data-yaml configs/detector/visdrone_yolo_data.yaml --epochs 100 --imgsz 1280 --batch 8 --device 0 --seed 42 --project outputs/detectors/server_proposed_ablation --name proposed_cbam_neck_yolo11s_visdrone_seed42 --method Proposed-CBAM-yolo11s --ablation cbam_neck --base-model yolo11s.pt --proposed-module cbam_neck --model-patches cbam_neck --implementation-status implemented
2026-05-24T14:03:25+09:00,server-proposed-ablation,cbam_neck,Proposed-CBAM-yolo11s,yolo11s.pt,yolo11s.pt,cbam_neck,cbam_neck,implemented,123,0,0,1280,8,100,configs/detector/visdrone_yolo_data.yaml,proposed_cbam_neck_yolo11s_visdrone_seed123,/home/oem/projects/multi-uav-marine-city/outputs/logs/server_baselines/proposed_cbam_neck_yolo11s_visdrone_seed123.log,queued,,CUDA_DEVICE_ORDER=PCI_BUS_ID CUDA_VISIBLE_DEVICES=0 conda run --no-capture-output -n com3d-ace python -m detectors.train_yolo train --model yolo11s.pt --data-yaml configs/detector/visdrone_yolo_data.yaml --epochs 100 --imgsz 1280 --batch 8 --device 0 --seed 123 --project outputs/detectors/server_proposed_ablation --name proposed_cbam_neck_yolo11s_visdrone_seed123 --method Proposed-CBAM-yolo11s --ablation cbam_neck --base-model yolo11s.pt --proposed-module cbam_neck --model-patches cbam_neck --implementation-status implemented
2026-05-24T14:03:25+09:00,server-proposed-ablation,cbam_neck,Proposed-CBAM-yolo11s,yolo11s.pt,yolo11s.pt,cbam_neck,cbam_neck,implemented,2026,0,0,1280,8,100,configs/detector/visdrone_yolo_data.yaml,proposed_cbam_neck_yolo11s_visdrone_seed2026,/home/oem/projects/multi-uav-marine-city/outputs/logs/server_baselines/proposed_cbam_neck_yolo11s_visdrone_seed2026.log,queued,,CUDA_DEVICE_ORDER=PCI_BUS_ID CUDA_VISIBLE_DEVICES=0 conda run --no-capture-output -n com3d-ace python -m detectors.train_yolo train --model yolo11s.pt --data-yaml configs/detector/visdrone_yolo_data.yaml --epochs 100 --imgsz 1280 --batch 8 --device 0 --seed 2026 --project outputs/detectors/server_proposed_ablation --name proposed_cbam_neck_yolo11s_visdrone_seed2026 --method Proposed-CBAM-yolo11s --ablation cbam_neck --base-model yolo11s.pt --proposed-module cbam_neck --model-patches cbam_neck --implementation-status implemented
2026-05-24T14:03:25+09:00,server-proposed-ablation,partial_deformable_neck,Proposed-DeformableNeck-yolo11s,yolo11s.pt,yolo11s.pt,partial_deformable_neck,partial_deformable_neck,implemented,42,0,0,1280,8,100,configs/detector/visdrone_yolo_data.yaml,proposed_partial_deformable_neck_yolo11s_visdrone_seed42,/home/oem/projects/multi-uav-marine-city/outputs/logs/server_baselines/proposed_partial_deformable_neck_yolo11s_visdrone_seed42.log,queued,,CUDA_DEVICE_ORDER=PCI_BUS_ID CUDA_VISIBLE_DEVICES=0 conda run --no-capture-output -n com3d-ace python -m detectors.train_yolo train --model yolo11s.pt --data-yaml configs/detector/visdrone_yolo_data.yaml --epochs 100 --imgsz 1280 --batch 8 --device 0 --seed 42 --project outputs/detectors/server_proposed_ablation --name proposed_partial_deformable_neck_yolo11s_visdrone_seed42 --method Proposed-DeformableNeck-yolo11s --ablation partial_deformable_neck --base-model yolo11s.pt --proposed-module partial_deformable_neck --model-patches partial_deformable_neck --implementation-status implemented
2026-05-24T14:03:25+09:00,server-proposed-ablation,partial_deformable_neck,Proposed-DeformableNeck-yolo11s,yolo11s.pt,yolo11s.pt,partial_deformable_neck,partial_deformable_neck,implemented,123,0,0,1280,8,100,configs/detector/visdrone_yolo_data.yaml,proposed_partial_deformable_neck_yolo11s_visdrone_seed123,/home/oem/projects/multi-uav-marine-city/outputs/logs/server_baselines/proposed_partial_deformable_neck_yolo11s_visdrone_seed123.log,queued,,CUDA_DEVICE_ORDER=PCI_BUS_ID CUDA_VISIBLE_DEVICES=0 conda run --no-capture-output -n com3d-ace python -m detectors.train_yolo train --model yolo11s.pt --data-yaml configs/detector/visdrone_yolo_data.yaml --epochs 100 --imgsz 1280 --batch 8 --device 0 --seed 123 --project outputs/detectors/server_proposed_ablation --name proposed_partial_deformable_neck_yolo11s_visdrone_seed123 --method Proposed-DeformableNeck-yolo11s --ablation partial_deformable_neck --base-model yolo11s.pt --proposed-module partial_deformable_neck --model-patches partial_deformable_neck --implementation-status implemented
2026-05-24T14:03:25+09:00,server-proposed-ablation,partial_deformable_neck,Proposed-DeformableNeck-yolo11s,yolo11s.pt,yolo11s.pt,partial_deformable_neck,partial_deformable_neck,implemented,2026,0,0,1280,8,100,configs/detector/visdrone_yolo_data.yaml,proposed_partial_deformable_neck_yolo11s_visdrone_seed2026,/home/oem/projects/multi-uav-marine-city/outputs/logs/server_baselines/proposed_partial_deformable_neck_yolo11s_visdrone_seed2026.log,queued,,CUDA_DEVICE_ORDER=PCI_BUS_ID CUDA_VISIBLE_DEVICES=0 conda run --no-capture-output -n com3d-ace python -m detectors.train_yolo train --model yolo11s.pt --data-yaml configs/detector/visdrone_yolo_data.yaml --epochs 100 --imgsz 1280 --batch 8 --device 0 --seed 2026 --project outputs/detectors/server_proposed_ablation --name proposed_partial_deformable_neck_yolo11s_visdrone_seed2026 --method Proposed-DeformableNeck-yolo11s --ablation partial_deformable_neck --base-model yolo11s.pt --proposed-module partial_deformable_neck --model-patches partial_deformable_neck --implementation-status implemented
2026-05-24T14:03:25+09:00,server-proposed-ablation,wavelet_se,Proposed-WaveletSE-yolo11s,yolo11s.pt,yolo11s.pt,wavelet_stem+se_neck,"wavelet_stem,se_neck",implemented,42,0,0,1280,8,100,configs/detector/visdrone_yolo_data.yaml,proposed_wavelet_se_yolo11s_visdrone_seed42,/home/oem/projects/multi-uav-marine-city/outputs/logs/server_baselines/proposed_wavelet_se_yolo11s_visdrone_seed42.log,queued,,"CUDA_DEVICE_ORDER=PCI_BUS_ID CUDA_VISIBLE_DEVICES=0 conda run --no-capture-output -n com3d-ace python -m detectors.train_yolo train --model yolo11s.pt --data-yaml configs/detector/visdrone_yolo_data.yaml --epochs 100 --imgsz 1280 --batch 8 --device 0 --seed 42 --project outputs/detectors/server_proposed_ablation --name proposed_wavelet_se_yolo11s_visdrone_seed42 --method Proposed-WaveletSE-yolo11s --ablation wavelet_se --base-model yolo11s.pt --proposed-module wavelet_stem+se_neck --model-patches wavelet_stem,se_neck --implementation-status implemented"
2026-05-24T14:03:25+09:00,server-proposed-ablation,wavelet_se,Proposed-WaveletSE-yolo11s,yolo11s.pt,yolo11s.pt,wavelet_stem+se_neck,"wavelet_stem,se_neck",implemented,123,0,0,1280,8,100,configs/detector/visdrone_yolo_data.yaml,proposed_wavelet_se_yolo11s_visdrone_seed123,/home/oem/projects/multi-uav-marine-city/outputs/logs/server_baselines/proposed_wavelet_se_yolo11s_visdrone_seed123.log,queued,,"CUDA_DEVICE_ORDER=PCI_BUS_ID CUDA_VISIBLE_DEVICES=0 conda run --no-capture-output -n com3d-ace python -m detectors.train_yolo train --model yolo11s.pt --data-yaml configs/detector/visdrone_yolo_data.yaml --epochs 100 --imgsz 1280 --batch 8 --device 0 --seed 123 --project outputs/detectors/server_proposed_ablation --name proposed_wavelet_se_yolo11s_visdrone_seed123 --method Proposed-WaveletSE-yolo11s --ablation wavelet_se --base-model yolo11s.pt --proposed-module wavelet_stem+se_neck --model-patches wavelet_stem,se_neck --implementation-status implemented"
2026-05-24T14:03:25+09:00,server-proposed-ablation,wavelet_se,Proposed-WaveletSE-yolo11s,yolo11s.pt,yolo11s.pt,wavelet_stem+se_neck,"wavelet_stem,se_neck",implemented,2026,0,0,1280,8,100,configs/detector/visdrone_yolo_data.yaml,proposed_wavelet_se_yolo11s_visdrone_seed2026,/home/oem/projects/multi-uav-marine-city/outputs/logs/server_baselines/proposed_wavelet_se_yolo11s_visdrone_seed2026.log,queued,,"CUDA_DEVICE_ORDER=PCI_BUS_ID CUDA_VISIBLE_DEVICES=0 conda run --no-capture-output -n com3d-ace python -m detectors.train_yolo train --model yolo11s.pt --data-yaml configs/detector/visdrone_yolo_data.yaml --epochs 100 --imgsz 1280 --batch 8 --device 0 --seed 2026 --project outputs/detectors/server_proposed_ablation --name proposed_wavelet_se_yolo11s_visdrone_seed2026 --method Proposed-WaveletSE-yolo11s --ablation wavelet_se --base-model yolo11s.pt --proposed-module wavelet_stem+se_neck --model-patches wavelet_stem,se_neck --implementation-status implemented"
2026-05-24T14:03:25+09:00,server-proposed-ablation,wavelet_cbam,Proposed-WaveletCBAM-yolo11s,yolo11s.pt,yolo11s.pt,wavelet_stem+cbam_neck,"wavelet_stem,cbam_neck",implemented,42,0,0,1280,8,100,configs/detector/visdrone_yolo_data.yaml,proposed_wavelet_cbam_yolo11s_visdrone_seed42,/home/oem/projects/multi-uav-marine-city/outputs/logs/server_baselines/proposed_wavelet_cbam_yolo11s_visdrone_seed42.log,queued,,"CUDA_DEVICE_ORDER=PCI_BUS_ID CUDA_VISIBLE_DEVICES=0 conda run --no-capture-output -n com3d-ace python -m detectors.train_yolo train --model yolo11s.pt --data-yaml configs/detector/visdrone_yolo_data.yaml --epochs 100 --imgsz 1280 --batch 8 --device 0 --seed 42 --project outputs/detectors/server_proposed_ablation --name proposed_wavelet_cbam_yolo11s_visdrone_seed42 --method Proposed-WaveletCBAM-yolo11s --ablation wavelet_cbam --base-model yolo11s.pt --proposed-module wavelet_stem+cbam_neck --model-patches wavelet_stem,cbam_neck --implementation-status implemented"
2026-05-24T14:03:25+09:00,server-proposed-ablation,wavelet_cbam,Proposed-WaveletCBAM-yolo11s,yolo11s.pt,yolo11s.pt,wavelet_stem+cbam_neck,"wavelet_stem,cbam_neck",implemented,123,0,0,1280,8,100,configs/detector/visdrone_yolo_data.yaml,proposed_wavelet_cbam_yolo11s_visdrone_seed123,/home/oem/projects/multi-uav-marine-city/outputs/logs/server_baselines/proposed_wavelet_cbam_yolo11s_visdrone_seed123.log,queued,,"CUDA_DEVICE_ORDER=PCI_BUS_ID CUDA_VISIBLE_DEVICES=0 conda run --no-capture-output -n com3d-ace python -m detectors.train_yolo train --model yolo11s.pt --data-yaml configs/detector/visdrone_yolo_data.yaml --epochs 100 --imgsz 1280 --batch 8 --device 0 --seed 123 --project outputs/detectors/server_proposed_ablation --name proposed_wavelet_cbam_yolo11s_visdrone_seed123 --method Proposed-WaveletCBAM-yolo11s --ablation wavelet_cbam --base-model yolo11s.pt --proposed-module wavelet_stem+cbam_neck --model-patches wavelet_stem,cbam_neck --implementation-status implemented"
2026-05-24T14:03:25+09:00,server-proposed-ablation,wavelet_cbam,Proposed-WaveletCBAM-yolo11s,yolo11s.pt,yolo11s.pt,wavelet_stem+cbam_neck,"wavelet_stem,cbam_neck",implemented,2026,0,0,1280,8,100,configs/detector/visdrone_yolo_data.yaml,proposed_wavelet_cbam_yolo11s_visdrone_seed2026,/home/oem/projects/multi-uav-marine-city/outputs/logs/server_baselines/proposed_wavelet_cbam_yolo11s_visdrone_seed2026.log,queued,,"CUDA_DEVICE_ORDER=PCI_BUS_ID CUDA_VISIBLE_DEVICES=0 conda run --no-capture-output -n com3d-ace python -m detectors.train_yolo train --model yolo11s.pt --data-yaml configs/detector/visdrone_yolo_data.yaml --epochs 100 --imgsz 1280 --batch 8 --device 0 --seed 2026 --project outputs/detectors/server_proposed_ablation --name proposed_wavelet_cbam_yolo11s_visdrone_seed2026 --method Proposed-WaveletCBAM-yolo11s --ablation wavelet_cbam --base-model yolo11s.pt --proposed-module wavelet_stem+cbam_neck --model-patches wavelet_stem,cbam_neck --implementation-status implemented"
2026-05-24T14:03:25+09:00,server-proposed-ablation,tiling_inference,Proposed-TilingInference-yolo11s,yolo11s.pt,yolo11s.pt,tiling_inference,,planned_eval_only,42,,,1280,8,100,configs/detector/visdrone_yolo_data.yaml,proposed_tiling_inference_yolo11s_visdrone_seed42,/home/oem/projects/multi-uav-marine-city/outputs/logs/server_baselines/proposed_tiling_inference_yolo11s_visdrone_seed42.log,skipped_not_implemented,"Tiling inference should be evaluated with a tiled detector evaluator, not by retraining the unchanged base model.",
2026-05-24T14:03:25+09:00,server-proposed-ablation,tiling_inference,Proposed-TilingInference-yolo11s,yolo11s.pt,yolo11s.pt,tiling_inference,,planned_eval_only,123,,,1280,8,100,configs/detector/visdrone_yolo_data.yaml,proposed_tiling_inference_yolo11s_visdrone_seed123,/home/oem/projects/multi-uav-marine-city/outputs/logs/server_baselines/proposed_tiling_inference_yolo11s_visdrone_seed123.log,skipped_not_implemented,"Tiling inference should be evaluated with a tiled detector evaluator, not by retraining the unchanged base model.",
2026-05-24T14:03:25+09:00,server-proposed-ablation,tiling_inference,Proposed-TilingInference-yolo11s,yolo11s.pt,yolo11s.pt,tiling_inference,,planned_eval_only,2026,,,1280,8,100,configs/detector/visdrone_yolo_data.yaml,proposed_tiling_inference_yolo11s_visdrone_seed2026,/home/oem/projects/multi-uav-marine-city/outputs/logs/server_baselines/proposed_tiling_inference_yolo11s_visdrone_seed2026.log,skipped_not_implemented,"Tiling inference should be evaluated with a tiled detector evaluator, not by retraining the unchanged base model.",
2026-05-24T14:03:25+09:00,server-proposed-ablation,full_proposed,Proposed-Full-yolo11s,yolo11s.pt,yolo11s.pt,wavelet_stem+cbam_neck+partial_deformable_neck,"wavelet_stem,cbam_neck,partial_deformable_neck",implemented,42,0,0,1280,8,100,configs/detector/visdrone_yolo_data.yaml,proposed_full_proposed_yolo11s_visdrone_seed42,/home/oem/projects/multi-uav-marine-city/outputs/logs/server_baselines/proposed_full_proposed_yolo11s_visdrone_seed42.log,queued,,"CUDA_DEVICE_ORDER=PCI_BUS_ID CUDA_VISIBLE_DEVICES=0 conda run --no-capture-output -n com3d-ace python -m detectors.train_yolo train --model yolo11s.pt --data-yaml configs/detector/visdrone_yolo_data.yaml --epochs 100 --imgsz 1280 --batch 8 --device 0 --seed 42 --project outputs/detectors/server_proposed_ablation --name proposed_full_proposed_yolo11s_visdrone_seed42 --method Proposed-Full-yolo11s --ablation full_proposed --base-model yolo11s.pt --proposed-module wavelet_stem+cbam_neck+partial_deformable_neck --model-patches wavelet_stem,cbam_neck,partial_deformable_neck --implementation-status implemented"
2026-05-24T14:03:25+09:00,server-proposed-ablation,full_proposed,Proposed-Full-yolo11s,yolo11s.pt,yolo11s.pt,wavelet_stem+cbam_neck+partial_deformable_neck,"wavelet_stem,cbam_neck,partial_deformable_neck",implemented,123,0,0,1280,8,100,configs/detector/visdrone_yolo_data.yaml,proposed_full_proposed_yolo11s_visdrone_seed123,/home/oem/projects/multi-uav-marine-city/outputs/logs/server_baselines/proposed_full_proposed_yolo11s_visdrone_seed123.log,queued,,"CUDA_DEVICE_ORDER=PCI_BUS_ID CUDA_VISIBLE_DEVICES=0 conda run --no-capture-output -n com3d-ace python -m detectors.train_yolo train --model yolo11s.pt --data-yaml configs/detector/visdrone_yolo_data.yaml --epochs 100 --imgsz 1280 --batch 8 --device 0 --seed 123 --project outputs/detectors/server_proposed_ablation --name proposed_full_proposed_yolo11s_visdrone_seed123 --method Proposed-Full-yolo11s --ablation full_proposed --base-model yolo11s.pt --proposed-module wavelet_stem+cbam_neck+partial_deformable_neck --model-patches wavelet_stem,cbam_neck,partial_deformable_neck --implementation-status implemented"
